"","V1","V2"
"143","- I år har 235 städare kommit till Sverige från utomeuropeiska länder. Tycker statsministern att Sverige skulle varit ett bättre land om dessa 235 städare skulle stannat hemma? 

@annieloof frågar statsministern om hans syn på arbetskraftsinvandring.","Centerpartiet"
"144","""Det är bra att EU även fortsättningsvis kommer att se talloljan och den svenska skogsenergin som förnybar. Samtidigt som vi tar tag och börjar det viktiga arbetet med att fasa ut palmoljan"", Läs hela artikeln med @Federley.","Centerpartiet"
"145","Vi efterlyser vi mer handling från regeringen. De fyra miljömålen för hav och vatten nås fortfarande inte. Läs hela artikeln med @KristinaYngwe och @rickardnordin","Centerpartiet"
"146","Annie Lööf och Jimmie Åkesson i bråk om rasism https://www.dn.se/nyheter/politik/loof-och-akesson-i-brak-om-rasism/ … #svpol #val2018","Centerpartiet"
"147","Värderingar som vi tagit för givna utmanas dagligen. Vi måste tillsammans fortsätta att stå upp för humanism, tillit och medmänsklighet och vi får aldrig någonsin vika ner oss. Tillsammans för vi Sverige framåt!","Centerpartiet"
"148","Gärna en folkomröstning om välfärd i valet - för Sverige behöver ett nytt ledarskap!","Centerpartiet"
"149","I @annieloof andra anförande lyfter hon behovet av en nära och tillgänglig vård i hela landet. Vi vill bland annat se ett nationellt sjuksköterskelyft för de som gör underverk varje dag i vården.","Centerpartiet"
"150","Miljöpartiet verkar ha glömt att företagen är en nyckel i den gröna omställningen! @annieloof lyfter i debatten med Lövin behovet av att ge småföretagen bättre villkor!","Centerpartiet"
"151","Många skogsägare har haft sin skog i generationer, gjort mer än vad lagen kräver. Sett den växa, vårdat den och sett den som en investering. 

Hur står regeringen upp för äganderätten? @annieloof mot statsministern i #pldebatt","Centerpartiet"
"152","Annie Lööf: C går till val på att bilda en ny Alliansregering https://omni.se/loof-c-gar-till-val-pa-att-bilda-en-ny-alliansregering/a/OnJL6w … @annieloof @Centerpartiet #pldebatt","Centerpartiet"
"153","Alliansen är beredda på att ta ett långsiktigt ansvar för den svenska skolan. Därför lanserar vi inom Alliansen tre viktiga reformpaket för:
Ökad kunskap
Ordning och studiero
Lärare","Centerpartiet"
"154","9 september bestämmer svenska folket vilket land Sverige ska vara. Centerpartiet har förslagen som ser till att Sverige inte delas och förslagen som för Sverige framåt. Så att vi kan vara ett land fyllt av framtidstro.","Centerpartiet"
"155","Sverige är inte en skyddad idyll. Vi som tror på alla människors lika rätt och värde stå upp, markera att vi inte kompromissar med de grundläggande liberala värderingar som vi tror på när dessa attackeras.
#pldebatt","Centerpartiet"
"156","Det är nyanlända och unga utan längre utbildning som får betala det högsta priset för Socialdemokraternas passivitet!","Centerpartiet"
"157","Socialdemokraterna har slösat bort ännu en högkonjunktur. Det är uppenbart att Socialdemokraterna inte längre har svaren som löser dagens eller morgondagens problem, säger @annieloof i #pldebatt","Centerpartiet"
"158","Centerpartiet går till val för att bilda en ny Alliansregering.
Vi vill genomföra förändringar som stärker Sverige. Framtidsreformer som ser till att Sverige håller ihop! 
 #pldebatt","Centerpartiet"
"159","Missa inte dagens partiledardebatt mellan 9-13. Du kan följa hela debatten live via http://riksdagen.se ","Centerpartiet"
"160","Vi är beredda på att ta ett långsiktigt ansvar för den svenska skolan. Vi vill genomföra reformer som stärker skolans kunskapsfokus, så att Sverige inom tio år är bland de tio bästa i kunskapsmätningen PISA. https://www.dn.se/nyheter/sverige/alliansledarna-pa-dn-debatt-tioarig-skola-och-ordningsbetyg/ …","Centerpartiet"
"161","Efter bränderna runt om i landet menar Centerpartiet att den inhemska beredskapen måste bli bättre och vill därför, bland annat, att MSB ska få köpa in brandflyg.","Centerpartiet"
"162","Vi vill se mer jämställdhet i integrationen – ett sätt är att försörjningsstödet betalas ut lika mellan mannen och kvinnan, istället för att det som idag alltför ofta går till mannen som då får hela den ekonomiska makten i familjen.","Centerpartiet"
"163","C-ledaren Annie Lööf talade på #Järvaveckan: ”Den finaste biljetten in i samhället är ett jobb”

https://omni.se/loof-den-finaste-biljetten-in-i-samhallet-ar-ett-jobb/a/qnMG6g …  @Centerpartiet @annieloof #svpol","Centerpartiet"
"164","Vi har engagemanget för att åstadkomma förändring och det är framåt vi ska! Så avslutar @annieloof sitt tal på Järvaveckan. Ni kan se hela talet i efterhand på SVT!","Centerpartiet"
"165","I Sverige ska man ha samma möjlighet till att leva ett friskt liv, oavsett var i landet man bor.","Centerpartiet"
"166","Jämställdhet runt om i Sverige är en förutsättning för ett samhälle som håller ihop! En rad förslag från @annieloof på Järvaveckan, bland annat vill vi lagstifta om att försörjningsstödet ska betalas ut jämställt!","Centerpartiet"
"167","""I vårt Sverige får man se ut som man vill, älska den man vill, vara den man vill""","Centerpartiet"
"168","""Ska integrationen förbättras, måste kvinnor få börja jobba"" @annieloof  på Järvaveckan","Centerpartiet"
"169","""För mig är den dock avgörande. I år kommer jag än en gång att rösta på Centern, för partiets tydlighet i denna fråga – och även för dess försvar av asylrätt och humanitet i flyktingpolitiken.""","Centerpartiet"
"170","Centerpartiet har förslagen för företagsamhet, jobb och tillväxt. Nästa mandatperiod måste präglas av högre reformtakt och konkreta förändringar för fler jobb och bostäder. @dagensindustri intervjuar mig om vår rapport med 40 konkreta förslag:","Centerpartiet"
"171","Vi vill se integrationsförskolor med extra tyngdpunkt mot jämställd pedagogik.
 – På så sätt hjälper vi både föräldrarna och barnen att lättare lära sig svenska och integreras i samhället, säger @annieloof .","Centerpartiet"
"172","I Sverige har djuren 11 gånger mindre antibiotika än det europeiska genomsnittet. Antibiotikaförbrukningen i EU måste ned! Läs hela artikeln med @federley via länken","Centerpartiet"
"173","Tre av fyra unga kvinnor litar inte på förlossningsvården. Vi måste lyssna på oron och agera. 
Inför ett nationellt sjuksköterskelyft.
Underlätta för fler att utbilda sig till barnmorskor.
Satsa på vården i hela landet. 
Intervju i @Aftonbladet:","Centerpartiet"
"174","""I Sverige ska kvinnor inte behöva känna oro för sin förlossning. Det är fullständigt oanständigt."" Läs hela intervjun med @annieloof via länken","Centerpartiet"
"175","Idag är det världshavens dag. Det finns mer än 150 miljoner ton plast i haven som varje år dödar fåglar, fiskar och däggdjur. Vi vill därför se en utfasning av engångsartiklar i plast, och hitta nya, miljövänliga alternativ.","Centerpartiet"
"176","Regeringens förslag innebar i praktiken ett stopp för valfrihet inom välfärden. Därför röstade vi nej till regeringens förslag.","Centerpartiet"
"177","”Partiet har varit otroligt konsekvent i frågor där andra har vacklat. Det är en styrka.”","Centerpartiet"
"178","Gärna hårda krav, men lika för alla och inte på ett sätt som orimligt slår mot mindre och nya aktörer. Stor oro bland föräldrakooperativen. Centerpartiet håller gränsen mot regeringens offensiv mot valfrihet i välfärden.","Centerpartiet"
"179","Centerpartiet röstar idag emot den rödgröna regeringens förslag till ägarprövning. Risken är stor att små aktörer som föräldrakooperativ inte kommer att kunna fortsätta driva förskolor och skolor.","Centerpartiet"
"180","Klimatförändringarna, med ett varmare och torrare klimat som följd, innebär att Sverige måste rusta bättre mot skogsbränder, menar Daniel Bäckström (c).","Centerpartiet"
"181","Sverige är ett fantastiskt land på många sätt. Vi måste tillsammans stå upp för humanism, tillit och medmänsklighet och aldrig vika oss för hat och främlingsfientlighet. Vi vill önska alla våra följare en fin nationaldag!","Centerpartiet"
"182","""Jag känner med de drabbade"" säger @ErlandssonEskil https://www.facebook.com/eskilerlandsson/posts/1666709236697798 …","Centerpartiet"
"183","Intervju hos Expressen med anledning av SCB-mätningen idag. Det ser bra ut inför valrörelsen. Men inga segrar är vunna ännu.","Centerpartiet"
"184","Idag är det världsmiljödagen! Passa på att slå på SVT2 kl 15 eller spana in SVT Play för att höra mig resonera kring klimatpolitiken i en hel timme! #klimattimmen #världsmiljödagen","Centerpartiet"
"185","Idag är det världsmiljödagen. Vi vill att det ska bli enklare att göra klimatsmarta val, därför har vi bland annat föreslagit ett grönt avdrag. Grön tillväxt för Sverige framåt! Se gärna filmen med @rickardnordin","Centerpartiet"
"186","Senast Centerpartiet hade ett lika bra utgångsläge inför ett val, enligt SCB, var 1991. Känns riktigt bra att börja valrörelsen med att vi ligger tydligt över vårt senaste valresultat.
Nu kör vi. Framåt! ","Centerpartiet"
"187","""Magdalena Anderssons kalkyl brister i alla delar"", läs @MartinAadahl i SvD via länken:","Centerpartiet"
"188","Det går visst att omvandla utsatta områden till bra attraktiva områden. Läs om Falkenbergsmodellen via länken!","Centerpartiet"
"189","Regeringens förslag är i praktiken ett stopp för företagande inom välfärden.
Vi vill se en en välfärd där valfrihet kombineras med krav på kvalitet hos alla aktörer. Se hela debatten med @emilkallstrom i SVD här: https://www.svd.se/folj-debatten-om-vinster-i-valfarden …","Centerpartiet"
"190","Det är inte bara moraliskt fel utan rent faktiskt felaktigt att ställa ökande relativ barnfattigdom mot migration, som Magdalena Andersson gjort. Skriver om totalt missvisande retoriken  i SvD https://www.svd.se/martin-adahl-magdalena-anderssons-kalkyl-brister-i-alla-delar … #svpol","Centerpartiet"
"191","Det är de mindre företagen, många på landsbygden, som kommer tvingas lägga ned eftersom förslaget i princip leder till vinststopp.","Centerpartiet"
"192","Regeringens förslag är en attack på människors valfrihet. Den fokuserar inte på kvalitet utan det handlar endast om att begränsa företagsamhet.","Centerpartiet"
"193","Missa inte @emilkallstrom i SVT Agenda ikväll, 21.40!","Centerpartiet"
"194","Vi vill utveckla välfärden med kvalitet och valfrihet i hela landet. Därför kommer vi att rösta nej till regeringens förslag. Se gärna filmen med @emilkallstrom","Centerpartiet"
"195","Vi vill att alla ska kunna leva, bo och jobba i hela landet. Då är det inte hållbart att en yta nästan lika stor som Danmark är tilldelade en polisbil.
Därför vill vi bland annat ge poliser högre lön och bättre arbetsvillkor.","Centerpartiet"
"196","Missa inte @federley i Studio 1 klockan 16.10 där han debatterar med Malin Björk om den framtida jordbrukspolitiken i EU!","Centerpartiet"
"197","Debatt om landsbygden i TV4:s Nyhetsmorgon. Vi vill avskaffa det generella strandskyddet, tillåta gårdsförsäljning av vin och öl och värna äganderätten för landets skogsägare – allt för en levande landsbygd Se klippet med @ErlandssonEskil","Centerpartiet"
"198","Idag är det 100 dagar kvar till valet. Vår partistyrelse valplanerar hela dagen idag. Vi är väldigt överens om vad vi ska göra och det är att föra Sverige framåt! Därför vill vi tacka alla medlemmar där ute för allt slit ni gör och vi känner ert stöd!","Centerpartiet"
"199","Idag är det 100 dagar kvar till valdagen den 9 september. Sverige behöver ett nytt ledarskap. Vill du vara med och engagera dig för att föra Sverige framåt? Bli medlem via länken! https://www.centerpartiet.se/engagera-dig ","Centerpartiet"
"200","Stabilt stöd för Centerpartiet i Aftonbladet/Inizio. Ökning med 0,5 till 9,5 %. Socialdemokraterna rasar med över 2 p-enheter. Alliansen 4 p-enheter större än rödgröna. Men ännu är inget avgjort.","Centerpartiet"
"201","Det finns mer än 150 miljoner ton plast i haven som varje år dödar fåglar, fiskar och däggdjur. Vi vill därför se en utfasning av engångsartiklar i plast, och hitta nya, miljövänliga alternativ.","Centerpartiet"
"202","Nu är det mindre än 1 år kvar till EU parlamentsvalet. Vilka frågor har vi drivit och hur ser vägen framåt ut? Läs gärna hela artikeln med @federley","Centerpartiet"
"203","Annie Lööf är på en solklar förstaplats när det gäller förtroende hos de egna väljarna, enligt Ipsos. Bra utgångsläge inför valspurten. Men ingen har röstat ännu.","Centerpartiet"
"204","Idag på Veterandagen vill vi uppmärksamma de män och kvinnor som trotsat risker för att bidra till fred och säkerhet. Vi vill göra ännu mer för att ge både veteraner och anhöriga det värdiga stöd de behöver efter sina insatser.","Centerpartiet"
"205","Idag är Veterandagen. Stort tack till alla er Veteraner som har utfört så viktiga insatser för Sverige och världen!","Centerpartiet"
"206","Högkonjunkturen har inte kommit alla till del. Arbetslösheten bland utrikes­ födda är tre gånger så hög som bland infödda svenskar. Hög tid för Stefan Löfven att bryta fackets motstånd mot längre ingångslöner, skriver @emilkallstrom i @tidn_arbetet. https://arbetet.se/2018/05/28/sank-ingangslonerna-stefan-lofven/ … #svpol","Centerpartiet"
"207","Regeringen har varit alldeles för passiva. De måste sluta kasta pengar  på en dysfunktionell bostadsmarknad. Siffrorna talar sitt tydliga språk! Det behövs stora reformer på bostadsmarknaden, det räcker inte med finputs. #bopol","Centerpartiet"
"208","Just nu minskar byggandet trots att det är bostadskris. Det måste bli enklare att bygga i hela landet! #bopol","Centerpartiet"
"209","Kolla in @emilkallstrom debattera mot bostadsminister om bostads- och byggkrisen i @svt 21.15 ","Centerpartiet"
"210"," Solen har varit fantastisk de senaste veckorna. Det har också gjort att fler funderar på att sätta upp solceller. 

 För alla som vill investera har @Centerpartiet klockrena förslag! 

 Avskaffa regeringens solskatt! 

 Inför ett Grönt avdrag!","Centerpartiet"
"211","Regeringens skogsprogram saknar konkreta förslag. Läs hela intervjun med @annieloof via länken!","Centerpartiet"
"212","Om 1 år är det val till Europaparlamentet och vi hoppas såklart att vi kan få fler, duktiga Centerpartister till Bryssel!","Centerpartiet"
"213","Vi vill se en närmare vård i hela landet. Dela gärna klippet från @Expressen 
 Primärvårdsreform där det blir enklare för läkare att öppna mottagningar 
 Dubblera andelen som har fast läkarkontakt 
 Nationellt sjuksköterskelyft på 4 miljarder 
 Kortare vårdköer","Centerpartiet"
"214","En närmare vård i hela landet.
- Primärvårdsreform där det blir enklare för läkare att öppna mottagningar
- Dubblera andelen som har fast läkarkontakt 
- Nationellt sjuksköterskelyft på 4 miljarder
- Kortare vårdköer 
Läs mer, rapport från tidigare i år:","Centerpartiet"
"215","Det borde vara en självklarhet att alla kvinnor ska ha rätt att känna sig trygga när man föder barn. Så är det inte i Sverige idag. Det måste finnas en förlossningsvård som fungerar i hela landet, för blivande mammor i såväl storstad som glesbygd.","Centerpartiet"
"216","Varför fungerar inte ett och samma reskort i flera län? Vi vill samordna alla kollektivtrafikkort för att göra det lättare att resa kollektivt i hela landet. Det är något som nuvarande regering inte sjösatt, trots att det är bra för miljön! Film med @rickardnordin från @Nyheterna","Centerpartiet"
"217","Det behövs ett nytt ledarskap för miljöpolitiken som för Sverige framåt. Läs hela artikeln med @KristinaYngwe  och @rickardnordin via länken","Centerpartiet"
"218","Annie Lööf(C): Så ska vi göra det enklare för landsbygden. @annieloof @Centerpartiet http://www.atl.nu/debatt/fem-forenklingar-for-landsbygden/ … #svpol #landsbygdsriksdagen #landsbygden","Centerpartiet"
"219","Landsbygden behöver mer frihet, inte regelkrångel och byråkrati. Därför presenterar vi fem frihetsreformer för en levande landsbygd i hela Sverige.","Centerpartiet"
"220","Det är dags att få fart på det klimatvänliga resandet igen. Därför vill vi göra det enklare för att resa kollektivt.
 Låt reskassor gälla över hela landet
 Inför en nationell reseplanerare för kollektivtrafiken","Centerpartiet"
"221","Just nu kan ni lyssna på @annieloof i @p5sthlm","Centerpartiet"
"222","Ikväll klockan 19.15 sänds @annieloof ""Tal till nationen"" på @SVT men du kan se hela talet redan nu via länken: https://www.svt.se/nyheter/inrikes/loof-c-vill-se-starkare-friare-och-tryggare-sverige …","Centerpartiet"
"223","Svensk arbets- och konflikträtt behöver anpassas till dagens arbetsmarknad för att hamnkonflikten inte ska kunna upprepas. Läs hela artikeln med @annieloof via länken!","Centerpartiet"
"224","Det är småföretagen som för Sverige framåt. Snart inleder jag den nationella kongressen som @foretagarna i år har i Göteborg!","Centerpartiet"
"225","”Hennes tal är ett klart besked i den värderingskonflikt som just nu dominerar den svenska politiska debatten. Annie Lööf är inte beredd att överge sina frihetliga principer om öppenhet.”","Centerpartiet"
"226","När andra tar till främlingsfientlighet och hat, står vi upp för humanism, tillit och medmänsklighet. Vilken väg väljer du?
Ikväll sänds @annieloof ""Tal till nationen"" på @SVT men du kan se hela talet redan nu via länken https://www.svt.se/nyheter/inrikes/loof-c-vill-se-starkare-friare-och-tryggare-sverige ….","Centerpartiet"
"227","Jag vill se ett samhälle som bygger på tillit istället för misstro. För när misstro breder ut sig, behöver vi skapa tillit. När främlingsfientligheten börjar slå rot, behöver medmänsklighet växa. Lyssna gärna på ”Tal till nationen” i SVT.","Centerpartiet"
"228","Vi måste lösa kompetensbristen. Det måste finnas fler i vården som kan hjälpa människor i ett första läge så att de får hjälp och inte fastnar i vårdkön. Därför vill vi se till att fler kan vidareutbilda sig inom vården för att kunna hjälpa till med samtalsstöd. #tv4nyheter","Centerpartiet"
"229","Det är oerhört viktigt att hjälpen finns tillhands snabbt. Därför lägger vi 1,2 miljarder över tre år till ny vårdform där den som behöver hjälp enkelt kan få det utan remiss från läkare.","Centerpartiet"
"230","Regeringen har varit passiv medan köerna till barn och ungdomspsykiatrin har trefaldigats sen 2014. Vi behöver agera, de drabbade och dess närstående kan inte vänta. @anderswjonsson är tydlig. #tv4nyheterna","Centerpartiet"
"231","Köerna måste minska i hela landet. När du söker hjälp för psykiska besvär ska du snabbt kunna få samtalsstöd som en första åtgärd. Ingen ska känna sig bortglömd i en lång vårdkö. #tv4nyheter @Nyheterna","Centerpartiet"
"232","Snart ser ni @anderswjonsson debattera mot @strandhall i @Nyheterna om psykisk ohälsa #tv4val #tv4nyheterna","Centerpartiet"
"233","Skogen behövs i den gröna omställningen, för jobben och för landsbygden. Allvarligt med fyra förlorade år för skogspolitiken.","Centerpartiet"
"234","Med satsningar på företagsamhet, ny teknik och innovationer kan vi minska våra utsläpp!","Centerpartiet"
"235","Skillnaden mellan oss och Miljöpartiet är att vi sätter miljönyttan i fokus, säger @annieloof","Centerpartiet"
"236","Runt 21:20 debatterar @annieloof miljö, klimat och skogspolitik i Aktuellt! Missa inte!","Centerpartiet"
"237","För oss är äganderätten en grundmurad rättighet. Det man äger och förvaltar vårdar man. Läs hela artikeln med Helena Lindahl via länken!","Centerpartiet"
"238","Ikväll i Aktuellt hos @svtnyheter, klockan 21 möts @annieloof och @IsabellaLovin om klimatet, miljöpolitiken och skogen!","Centerpartiet"
"239","C vill se ekonomiskt stöd till frivilliga livräddare https://omni.se/c-vill-se-ekonomiskt-stod-till-frivilliga-livraddare/a/Kv7lLy … @Centerpartiet @annieloof","Centerpartiet"
"240","Vi vill se mer frivillig räddningspersonal på landsbygden. Därför lägger vi förslag på hur man ska öka stödet till frivilliga livräddare som utför heroiska insatser varje dag.
Läs mer om förslaget via länken!","Centerpartiet"
"241","Vi behöver en ansvarsfull, bred överenskommelse över blockgränsen som kombinerar ordning och reda med medmänsklighet, säger @annieloof i debatten om migration.","Centerpartiet"
"242","""För Centerpartiets del är det viktigt med en jämlik vård i landet. I Norrbotten och Jämtland får bara 6 av 10 hjälp i tid, jämfört med andra delar av landet. Det är inte acceptabelt"", säger Annie Lööf.
#Duellen2018
https://www.expressen.se/nyheter/sa-blir-duellen-mellan-loof-och-akesson/ …","Centerpartiet"
"243","Sjukvården måste finnas närmare människor - oavsett var i landet man bor!","Centerpartiet"
"244","Tryggheten ska finnas i hela landet. Då behövs fler poliser.","Centerpartiet"
"245","Tryggheten ska gälla i hela landet!","Centerpartiet"
"246","Med företagsamhet, ny teknik och nya innovationer kan vi minska utsläppen!","Centerpartiet"
"247","Trots att klimatfrågan är global vill Jimmie Åkesson lämna EU. Inte nog med att SD vill att Sverige ska ta av sig ledartröjan i miljöpolitiken, de vill dessutom att Sverige ska sätta sig på läktaren.","Centerpartiet"
"248","Det svenska folket oroar sig mest för är klimatförändringarna, men det är samtidigt det Jimmie Åkesson bryr sig minst om. SD brukar säga att de tar folks oro på allvar, varför gäller inte det i miljöfrågan? @annieloof inleder Expressens duell!","Centerpartiet"
"249","Nu inleds duellen hos Expressen mellan @annieloof och Jimmie Åkesson!","Centerpartiet"
"250","Bara en timme till #Duellen2018 nu. @AnnieLoof mot @JimmieAkesson i livesänd debatt – i 40 minuter – om allt från miljö och sjukvård till polis och invandring. 

Du ser sändningen i ComHem, kanal 43, på Facebook – eller här:","Centerpartiet"
"251","""Staten måste ta ett strukturellt ansvar för de äldre. Att satsa 30 kronor per pensionär, pengarna räcker inte ens till en bussbiljett"" säger @anderswjonsson. Läs hela kommentaren via länken","Centerpartiet"
"252","Sjuksköterskor för Sverige framåt! Personalen är vårdens viktigaste resurs. Därför vill vi satsa 4 miljarder på ett nationellt sjuksköterskelyft med bland annat betald utbildning för att utbilda sig till specialistsjuksköterska!","Centerpartiet"
"253","Staten ska inte driva bolag på en fungerande och konkurrensutsatt marknad. Vi föreslår därför att staten säljer SBAB redan under nästa mandatperiod! Läs hela artikeln med @emilkallstrom via länken.","Centerpartiet"
"254","Missa inte @annieloof mot Jimmie Åkesson live hos Expressen imorgon tisdag, klockan 19!","Centerpartiet"
"255","Vi vill utveckla den digitala vården: ”Man inte ska behöva ta ledigt från jobbet en halv dag för att uppsöka vårdcentral” säger @anderswjonsson. Läs hela intervjun i @dagensnyheter via länken!","Centerpartiet"
"256","Experter utvisas på grund av smärre misstag och trots att arbetsgivaren behöver kompetensen. De orimliga utvisningarna måste stoppas en gång för alla.   

”ABB: Utvisa inte våra experter”.","Centerpartiet"
"257","Den psykiska ohälsan ökar bland unga, bland vuxna och framförallt hos kvinnor. Vi vill vända trenden genom att:
 Satsa 1,2 miljarder för snabb hjälp vid psykisk ohälsa
 Enklare att få stöd av sjukvården vid sjukskrivning
 300 miljoner per år för att korta köerna till BUP","Centerpartiet"
"258","Landsbygden behöver mer frihet, inte regelkrångel och byråkrati. Därför presenterar vi fem frihetsreformer för en levande landsbygd i hela Sverige. Se inslaget med @annieloof","Centerpartiet"
"259","Cyberhemvärn kan bli verklighet om @Centerpartiet får bestämma.

Se hela intervjun här: https://www.pwc.se/sv/cyber-security/riksdagspartier-cybersakerhet.html?utm_source=twitter&utm_medium=social&utm_campaign=almedalen2018&utm_content=kampanjsida …","Centerpartiet"
"260","Vi vill utveckla den digitala vården: ”Man inte ska behöva ta ledigt från jobbet en halv dag för att uppsöka vårdcentral” säger @anderswjonsson. Läs hela intervjun i @dagensnyheter via länken!","Centerpartiet"
"261","Landsbygden behöver mer frihet, inte regelkrångel och byråkrati. Därför presenterar vi fem frihetsreformer för en levande landsbygd i hela Sverige. Läs om förslagen via länken!","Centerpartiet"
"262","Det är en självklarhet för oss att flickor som växer upp ska ha samma möjligheter som sina jämnåriga killkompisar. Vi kan aldrig acceptera att kvinnor och män behandlas och bemöts på olika sätt i samhället!","Centerpartiet"
"263","Igår gästade @emilkallstrom @SR_StudioEtt och pratade om vår ekonomiska politik. Lyssna på hela intervjun via länken nedan. 29.20 in i programmet!","Centerpartiet"
"264","Gratulerer med dagen Norge! Ni inspirerar oss på många sätt. Inte minst inom sjukvården. Ni stärkte den lokala närvaron genom möjligheten att starta mindre vårdenheter. Och ni vände läkarbristen när ni slopade kravet på allmänspecialistkompetens. Det vill vi införa i Sverige.","Centerpartiet"
"265","Jag vill sprida Gnosjöandan till hela landet.","Centerpartiet"
"266","Vi behöver rusta upp den befintliga järnvägen. Men vi behöver också bygga nya spår och höghastighetståg för att minska trängseln på banorna!","Centerpartiet"
"267","16.30 är @emilkallstrom med i @SR_StudioEtt om vår ekonomiska politik. Lyssna in! #svpol","Centerpartiet"
"268","Regeringen måste agera. Flygstoppet kan få svåra konsekvenser för företagen i glesbygd. Centerpartiets @andersaakesson i SvD:","Centerpartiet"
"269","Vi vill se en utfasning av engångsartiklar i plast. Det finns mer än 150 miljoner ton plast i haven som varje år dödar fåglar, fiskar och däggdjur. Se intervjun med @rickardnordin i @Nyheterna via länken!","Centerpartiet"
"270","Centerpartiet kommer alltid driva frågan om bra djurvälfärd. Maten ska vara sund, säker och hållbar. Till skillnad från S kommer vi, om vi får väljarnas förtroende i valet i höst och EU-valet nästa vår, göra mer än att bara skriva brev och debattartiklar.","Centerpartiet"
"271","Tågen ska gå i tid. Vi lägger därför 4 miljarder mer än regeringen på drift, underhåll och upprustning av regionala järnvägar. Det behövs snabba, pålitliga och punktliga tåg, annars riskerar Sverige att klyvas!","Centerpartiet"
"272","Det är  inte att det är acceptabelt att äganderätten för skogen urholkas på det sätt som den gör. Därför startar vi nu en namninsamling för att bilda opinion för äganderätten i skogen. Läs mer via länken!","Centerpartiet"
"273","En borgerlig finansminister måste driva stramare politik än regeringen gör, annars riskerar vi överhettning, säger @MartinAadahl angående nya rapporten från @Finpolradet","Centerpartiet"
"274","På tisdag nästa vecka möts Jimmie Åkesson (SD) och jag i en duell med samma upplägg som förra veckan mellan Löfven och Kristersson. I @Expressen med @niklassvensson.","Centerpartiet"
"275","Genom gröna omställningar och ny teknik kan vi minska vår påverkan av klimatet. Nyfiken på hur? Den 15 maj klockan 1030 kommer vi sända live med @annieloof och @rickardnordin på vår Facebooksida. Passa på att ställa dina miljö och klimatfrågor nedan!","Centerpartiet"
"276","Sedan 1905 har barnens dag uppmärksammats runt om i Sverige. Inget barn ska behöva må dåligt. Barn och ungas psykiska hälsa måste tas på större allvar.
Därför har vi presenterat flera förslag för att stärka BUP och korta köerna, så att de som mår dåligt kan få hjälp i tid!","Centerpartiet"
"277","Ge fler sommarkurser till studenterna i Göteborg","Centerpartiet"
"278","Annie Lööf besökte Centerpartiets ungdomsförbunds stämma i Malmö idag. 200 medlemmar i @cuf var på plats. Framåt!","Centerpartiet"
"279","Europadagen är en bra dag att komma ihåg allt gott EU gör, men också allt som EU inte ska detaljstyra. Som det svenska skogsbruket, till exempel, där vi varit med och förhandlat fram vinster för såväl den svenska skogen som klimatet. Läs mer! https://www.centerpartiet.se/press/pressmeddelande/nyhetsarkiv-2017/2017-12-14-det-svenska-aktiva-skogsbruket-ar-raddat …","Centerpartiet"
"280","Nya SCB-siffror visar att utsläppen inte har minskat med MP i regeringen. Sverige behöver ett nytt ledarskap som för miljöpolitiken framåt! Dela gärna filmen.","Centerpartiet"
"281","Nya SCB-siffror visar att utsläppen inte har minskat  med MP i regeringen. Sverige behöver ett nytt ledarskap som för miljöpolitiken framåt!","Centerpartiet"
"282","Integrationen måste fungera bättre! Därför har vi nu lagt fram förslag så att människor som kommer till Sverige snabbare kan få en chans att bidra till samhället. Läs mer om förslaget via länken","Centerpartiet"
"283","""4 miljarder mer miljöskatt med grön skatteväxling, lastbilspremie och en mycket högre grön bilbonus än regeringen. I punkt efter punkt är vi mer ambitiösa i miljö och klimatpolitiken än regeringen."" @annieloof #pldebatt #svtagenda","Centerpartiet"
"284","Värt att tänka på när partiledarna pratar klimat: 
Med Centerpartiet i regeringen minskade utsläppen. 
Med Miljöpartiet i regeringen ökar utsläppen.
#pldebatt #svtagenda","Centerpartiet"
"285","#svtagenda #pldebatt","Centerpartiet"
"286","""Vi kan inte straffa rörlighet och resande. Vi vill ha kvotplikt, satsning på forskning på grönt flyg och landningsavgifter för flygplan som inte tankar förnybart"". @annieloof #pldebatt #svtagenda","Centerpartiet"
"287","#svtagenda #pldebatt","Centerpartiet"
"288","Om Centerpartiets besked om de ensamkommande säger @annieloof: ""Det handlar om människor och människors framtid. Då måste man fatta beslut som är svåra."" #pldebatt #svtagenda","Centerpartiet"
"289","Alliansledarna är överens. Det behövs en ny överskridande överenskommelse när det kommer till migrationspolitiken efter valet. #pldebatt #svtagenda","Centerpartiet"
"290","Det kommer inte bli Centerpartiets eller Moderaternas migrationspolitik som kommer gälla. Den nya migrationslagen ska förhandlas gemensamt av den nya Alliansregering som träder till efter valet i höst, säger @annieloof. #pldebatt #svtagenda","Centerpartiet"
"291","""Du står för ett murbyggarparti. Du vill bygga murar mellan länder, men också inom familjer. Det är därför vi står så långt ifrån varandra i den här debatten."" Säger @annieloof om Jimmie Åkessons migrationspolitik. #svtagenda #pldebatt","Centerpartiet"
"292","""Enskilda människor ska inte straffas när systemet fallerar""
@annieloof #pldebatt #svtagenda","Centerpartiet"
"293","#svtagenda #pldebatt","Centerpartiet"
"294","""Vi vill stå för en migrationspolitik som är stram, ekonomiskt, men också har humanism och medmänsklighet som utgångspunkt."" - @annieloof #pldebatt #svtagenda","Centerpartiet"
